-2438.372381250752 1273.1046495806204 -764.4133043074094 -564.540675926547 174.51062224160253 2505.217064711006 -893.7623842216962 685.6182691880152 -659.0812539040955 -193.73359101922378 2602.3179627774407 1043.10097420724 -41.30048764236142 195.6971774176382 515.4859512364651
-1201.9600094391708 622.4035030684089 -370.0836717253045 -284.8429877379237 97.30822554433601 1213.4770146621138 -450.116902053058 343.4821882426115 -308.813604775052 -94.18074151557558 1285.028066996881 513.4836607270688 -31.021535393911957 94.08096709357176 249.340939727691
-1452.9267244868233 724.6925237724167 -414.4454265379928 -378.72907356162943 74.3016103951538 1218.7679254217871 -591.1545059750047 409.0294915441762 -399.43717171423805 -106.29438836771327 1277.2689378625337 580.2448929709678 -43.70426307383072 115.43227550544177 268.4515513982733
-1529.0033021896404 870.7035560854915 -494.0715392086098 -382.9059428287709 103.97453157316569 1205.334963324481 -633.9687295340055 409.0644249460637 -404.66091791061643 -170.16541904103246 1276.9600599678902 689.4685134107862 -45.39799960006791 70.90744349143542 303.8781606876709
-1566.6541971678826 814.7782768790698 -448.50590923845976 -418.92028340286913 75.22498677299909 1244.510063534358 -632.9595503708559 455.84663451456964 -388.61978767839025 -129.72902938121018 1223.4908548617984 670.025844336348 -26.175344303448036 114.43472202121598 355.48446476793845
-1615.4611652862898 852.1237614173507 -448.3864025587689 -368.37428852080177 121.08914983286921 1238.9860747098185 -596.517565486582 439.32884236362906 -408.3854736490081 -179.18062424181858 1233.7403843292907 683.3480347844381 -39.201812096229 120.68515832785127 346.6193112492944
-1581.0535599139005 838.4861318427666 -543.7079292003843 -395.1826669033973 148.98720248365245 1206.5648467190358 -617.8729078027845 388.6255176673266 -438.48859856945677 -133.99960849079181 1263.4893244833943 684.5881083739245 -21.599970365615626 88.75671070423759 387.9803902622032
-1598.9914002780201 865.9144187691155 -488.9473163493099 -395.6216352733483 158.41765340510025 1263.510745211911 -580.5875876933163 433.05944983175965 -403.02780485202965 -144.80754345422676 1267.475720190739 706.6632762284104 -90.31231236494526 131.0428911154868 335.0849269427854
-1591.2228435036272 865.7751925176472 -512.1462149255128 -342.1764338509761 125.42527484183988 1210.8577385549183 -619.0837592169156 433.1690891852558 -434.72446489516136 -149.6940853009188 1294.2929115459583 672.9606561293764 -80.86572994697985 133.1159930554784 291.7989712104201
-1562.8122321157828 888.2715301297998 -490.2742368769986 -389.47510625438804 136.2391760410162 1209.9906777764058 -588.3779197482528 455.5240020843688 -390.06410921390847 -165.40854150387992 1251.0360069452777 665.9794514358623 -22.549067003846442 149.34474944727972 376.650497770543
